Comment[cptac accession number]	Comment[data file]	Comment[Associated file URI]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
S049	20180510_fusion_zhw_TMT11_liver16_pho_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Phosphoproteome/liver16_Phosphoproteome_raw/20180510_fusion_zhw_TMT11_liver16_pho_F14.raw										
S049	20180510_fusion_zhw_TMT11_liver16_pho_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Phosphoproteome/liver16_Phosphoproteome_raw/20180510_fusion_zhw_TMT11_liver16_pho_F15.raw										
S049	20180510_fusion_zhw_TMT11_liver16_pho_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Phosphoproteome/liver16_Phosphoproteome_raw/20180510_fusion_zhw_TMT11_liver16_pho_F16.raw										
S049	20180510_fusion_zhw_TMT11_liver16_pho_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Phosphoproteome/liver16_Phosphoproteome_raw/20180510_fusion_zhw_TMT11_liver16_pho_F17.raw										
S049	20180510_fusion_zhw_TMT11_liver16_pho_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Phosphoproteome/liver16_Phosphoproteome_raw/20180510_fusion_zhw_TMT11_liver16_pho_F18.raw										
S049	20180510_fusion_zhw_TMT11_liver16_pho_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Phosphoproteome/liver16_Phosphoproteome_raw/20180510_fusion_zhw_TMT11_liver16_pho_F19.raw										
S049	20180510_fusion_zhw_TMT11_liver16_pho_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Phosphoproteome/liver16_Phosphoproteome_raw/20180510_fusion_zhw_TMT11_liver16_pho_F20.raw										
S049	20180510_fusion_zhw_TMT11_liver16_pho_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Phosphoproteome/liver16_Phosphoproteome_raw/20180510_fusion_zhw_TMT11_liver16_pho_F21.raw										
S049	20180510_fusion_zhw_TMT11_liver16_pho_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Phosphoproteome/liver16_Phosphoproteome_raw/20180510_fusion_zhw_TMT11_liver16_pho_F22.raw										
S049	20180510_fusion_zhw_TMT11_liver16_pho_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Phosphoproteome/liver16_Phosphoproteome_raw/20180510_fusion_zhw_TMT11_liver16_pho_F23.raw										
S049	20180510_fusion_zhw_TMT11_liver16_pho_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Phosphoproteome/liver16_Phosphoproteome_raw/20180510_fusion_zhw_TMT11_liver16_pho_F24.raw										
S049	20180116_HF_ZHW_total_liver16_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F01.raw										
S049	20180116_HF_ZHW_total_liver16_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F02.raw										
S049	20180116_HF_ZHW_total_liver16_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F03.raw										
S049	20180116_HF_ZHW_total_liver16_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F04.raw										
S049	20180116_HF_ZHW_total_liver16_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F05.raw										
S049	20180116_HF_ZHW_total_liver16_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F06.raw										
S049	20180116_HF_ZHW_total_liver16_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F07.raw										
S049	20180116_HF_ZHW_total_liver16_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F08.raw										
S049	20180116_HF_ZHW_total_liver16_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F09.raw										
S049	20180116_HF_ZHW_total_liver16_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F10.raw										
S049	20180116_HF_ZHW_total_liver16_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F11.raw										
S049	20180116_HF_ZHW_total_liver16_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F12.raw										
S049	20180116_HF_ZHW_total_liver16_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F13.raw										
S049	20180116_HF_ZHW_total_liver16_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F14.raw										
S049	20180116_HF_ZHW_total_liver16_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F15.raw										
S049	20180116_HF_ZHW_total_liver16_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F16.raw										
S049	20180116_HF_ZHW_total_liver16_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F17.raw										
S049	20180116_HF_ZHW_total_liver16_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F18.raw										
S049	20180116_HF_ZHW_total_liver16_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F19.raw										
S049	20180116_HF_ZHW_total_liver16_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F20.raw										
S049	20180116_HF_ZHW_total_liver16_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F21.raw										
S049	20180116_HF_ZHW_total_liver16_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F22.raw										
S049	20180116_HF_ZHW_total_liver16_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F23.raw										
S049	20180116_HF_ZHW_total_liver16_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F24.raw										
S049	20180116_HF_ZHW_total_liver16_F25.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F25.raw										
S049	20180116_HF_ZHW_total_liver16_F26.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F26.raw										
S049	20180116_HF_ZHW_total_liver16_F27.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F27.raw										
S049	20180116_HF_ZHW_total_liver16_F28.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F28.raw										
S049	20180116_HF_ZHW_total_liver16_F29.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F29.raw										
S049	20180116_HF_ZHW_total_liver16_F30.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F30.raw										
S049	20180116_HF_ZHW_total_liver16_F31.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F31.raw										
S049	20180116_HF_ZHW_total_liver16_F32.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F32.raw										
S049	20180116_HF_ZHW_total_liver16_F33.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F33.raw										
S049	20180116_HF_ZHW_total_liver16_F34.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F34.raw										
S049	20180116_HF_ZHW_total_liver16_F35.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F35.raw										
S049	20180116_HF_ZHW_total_liver16_F36.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F36.raw										
S049	20180116_HF_ZHW_total_liver16_F37.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F37.raw										
S049	20180116_HF_ZHW_total_liver16_F38.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F38.raw										
S049	20180116_HF_ZHW_total_liver16_F39.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F39.raw										
S049	20180116_HF_ZHW_total_liver16_F40.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F40.raw										
S049	20180116_HF_ZHW_total_liver16_F41.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F41.raw										
S049	20180116_HF_ZHW_total_liver16_F42.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F42.raw										
S049	20180116_HF_ZHW_total_liver16_F43.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F43.raw										
S049	20180116_HF_ZHW_total_liver16_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F44.raw										
S049	20180116_HF_ZHW_total_liver16_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F45.raw										
S049	20180116_HF_ZHW_total_liver16_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F46.raw										
S049	20180116_HF_ZHW_total_liver16_F47.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F47.raw										
S049	20180116_HF_ZHW_total_liver16_F48.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver16_Proteome/liver16_Proteome_raw/20180116_HF_ZHW_total_liver16_F48.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F01.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F02.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F03.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F04.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F05.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F06.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F07.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F08.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F09.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F10.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F11.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F12.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F13.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F14.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F15.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F16.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F17.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F18.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F19.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F20.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F21.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F22.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F23.raw										
S049	20180514_fusion_zhw_TMT11_liver17_pho_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Phosphoproteome/liver17_Phosphoproteome_raw/20180514_fusion_zhw_TMT11_liver17_pho_F24.raw										
S049	20180120_HF_ZHW_total_liver17_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F01.raw										
S049	20180120_HF_ZHW_total_liver17_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F02.raw										
S049	20180120_HF_ZHW_total_liver17_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F03.raw										
S049	20180120_HF_ZHW_total_liver17_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F04.raw										
S049	20180120_HF_ZHW_total_liver17_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F05.raw										
S049	20180120_HF_ZHW_total_liver17_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F06.raw										
S049	20180120_HF_ZHW_total_liver17_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F07.raw										
S049	20180120_HF_ZHW_total_liver17_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F08.raw										
S049	20180120_HF_ZHW_total_liver17_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F09.raw										
S049	20180120_HF_ZHW_total_liver17_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F10.raw										
S049	20180120_HF_ZHW_total_liver17_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F11.raw										
S049	20180120_HF_ZHW_total_liver17_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F12.raw										
S049	20180120_HF_ZHW_total_liver17_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F13.raw										
S049	20180120_HF_ZHW_total_liver17_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F14.raw										
S049	20180120_HF_ZHW_total_liver17_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F15.raw										
S049	20180120_HF_ZHW_total_liver17_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F16.raw										
S049	20180120_HF_ZHW_total_liver17_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F17.raw										
S049	20180120_HF_ZHW_total_liver17_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F18.raw										
S049	20180120_HF_ZHW_total_liver17_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F19.raw										
S049	20180120_HF_ZHW_total_liver17_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F20.raw										
S049	20180120_HF_ZHW_total_liver17_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F21.raw										
S049	20180120_HF_ZHW_total_liver17_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F22.raw										
S049	20180120_HF_ZHW_total_liver17_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F23.raw										
S049	20180120_HF_ZHW_total_liver17_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F24.raw										
S049	20180120_HF_ZHW_total_liver17_F25.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F25.raw										
S049	20180120_HF_ZHW_total_liver17_F26.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F26.raw										
S049	20180120_HF_ZHW_total_liver17_F27.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F27.raw										
S049	20180120_HF_ZHW_total_liver17_F28.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver17_Proteome/liver17_Proteome_raw/20180120_HF_ZHW_total_liver17_F28.raw										
