Comment[cptac accession number]	Comment[data file]	Comment[Associated file URI]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
S049	20171020_HF_ZHW_total_liver04_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F18.raw										
S049	20171020_HF_ZHW_total_liver04_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F19.raw										
S049	20171020_HF_ZHW_total_liver04_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F20.raw										
S049	20171020_HF_ZHW_total_liver04_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F21.raw										
S049	20171020_HF_ZHW_total_liver04_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F22.raw										
S049	20171020_HF_ZHW_total_liver04_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F23.raw										
S049	20171020_HF_ZHW_total_liver04_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F24.raw										
S049	20171020_HF_ZHW_total_liver04_F25.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F25.raw										
S049	20171020_HF_ZHW_total_liver04_F26.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F26.raw										
S049	20171020_HF_ZHW_total_liver04_F27.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F27.raw										
S049	20171020_HF_ZHW_total_liver04_F28.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F28.raw										
S049	20171020_HF_ZHW_total_liver04_F29.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F29.raw										
S049	20171020_HF_ZHW_total_liver04_F30.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F30.raw										
S049	20171020_HF_ZHW_total_liver04_F31.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F31.raw										
S049	20171020_HF_ZHW_total_liver04_F32.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F32.raw										
S049	20171020_HF_ZHW_total_liver04_F33.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F33.raw										
S049	20171020_HF_ZHW_total_liver04_F34.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F34.raw										
S049	20171020_HF_ZHW_total_liver04_F35.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F35.raw										
S049	20171020_HF_ZHW_total_liver04_F36.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F36.raw										
S049	20171020_HF_ZHW_total_liver04_F37.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F37.raw										
S049	20171020_HF_ZHW_total_liver04_F38.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F38.raw										
S049	20171020_HF_ZHW_total_liver04_F39.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F39.raw										
S049	20171020_HF_ZHW_total_liver04_F40.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F40.raw										
S049	20171020_HF_ZHW_total_liver04_F41.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F41.raw										
S049	20171020_HF_ZHW_total_liver04_F42.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F42.raw										
S049	20171020_HF_ZHW_total_liver04_F43.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F43.raw										
S049	20171020_HF_ZHW_total_liver04_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F44.raw										
S049	20171020_HF_ZHW_total_liver04_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F45.raw										
S049	20171020_HF_ZHW_total_liver04_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F46.raw										
S049	20171020_HF_ZHW_total_liver04_F47.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F47.raw										
S049	20171020_HF_ZHW_total_liver04_F48.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver04_Proteome/liver04_Proteome_raw/20171020_HF_ZHW_total_liver04_F48.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F01.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F02.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F03.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F04.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F05.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F06.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F07.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F08.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F09.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F10.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F11.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F12.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F13.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F14.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F15.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F16.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F17.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F18.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F19.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F20.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F21.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F22.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F23.raw										
S049	20180403_fusion_zhw_TMT11_liver05_pho_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Phosphoproteome/liver05_Phosphoproteome_raw/20180403_fusion_zhw_TMT11_liver05_pho_F24.raw										
S049	20171024_HF_ZHW_total_liver05_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F01.raw										
S049	20171024_HF_ZHW_total_liver05_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F02.raw										
S049	20171024_HF_ZHW_total_liver05_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F03.raw										
S049	20171024_HF_ZHW_total_liver05_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F04.raw										
S049	20171024_HF_ZHW_total_liver05_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F05.raw										
S049	20171024_HF_ZHW_total_liver05_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F06.raw										
S049	20171024_HF_ZHW_total_liver05_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F07.raw										
S049	20171024_HF_ZHW_total_liver05_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F08.raw										
S049	20171024_HF_ZHW_total_liver05_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F09.raw										
S049	20171024_HF_ZHW_total_liver05_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F10.raw										
S049	20171024_HF_ZHW_total_liver05_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F11.raw										
S049	20171024_HF_ZHW_total_liver05_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F12.raw										
S049	20171024_HF_ZHW_total_liver05_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F13.raw										
S049	20171024_HF_ZHW_total_liver05_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F14.raw										
S049	20171024_HF_ZHW_total_liver05_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F15.raw										
S049	20171024_HF_ZHW_total_liver05_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F16.raw										
S049	20171024_HF_ZHW_total_liver05_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F17.raw										
S049	20171024_HF_ZHW_total_liver05_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F18.raw										
S049	20171024_HF_ZHW_total_liver05_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F19.raw										
S049	20171024_HF_ZHW_total_liver05_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F20.raw										
S049	20171024_HF_ZHW_total_liver05_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F21.raw										
S049	20171024_HF_ZHW_total_liver05_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F22.raw										
S049	20171024_HF_ZHW_total_liver05_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F23.raw										
S049	20171024_HF_ZHW_total_liver05_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F24.raw										
S049	20171024_HF_ZHW_total_liver05_F25.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F25.raw										
S049	20171024_HF_ZHW_total_liver05_F26.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F26.raw										
S049	20171024_HF_ZHW_total_liver05_F27.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F27.raw										
S049	20171024_HF_ZHW_total_liver05_F28.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F28.raw										
S049	20171024_HF_ZHW_total_liver05_F29.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F29.raw										
S049	20171024_HF_ZHW_total_liver05_F30.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F30.raw										
S049	20171024_HF_ZHW_total_liver05_F31.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F31.raw										
S049	20171024_HF_ZHW_total_liver05_F32.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F32.raw										
S049	20171024_HF_ZHW_total_liver05_F33.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F33.raw										
S049	20171024_HF_ZHW_total_liver05_F34.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F34.raw										
S049	20171024_HF_ZHW_total_liver05_F35.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F35.raw										
S049	20171024_HF_ZHW_total_liver05_F36.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F36.raw										
S049	20171024_HF_ZHW_total_liver05_F37.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F37.raw										
S049	20171024_HF_ZHW_total_liver05_F38.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F38.raw										
S049	20171024_HF_ZHW_total_liver05_F39.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F39.raw										
S049	20171024_HF_ZHW_total_liver05_F40.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F40.raw										
S049	20171024_HF_ZHW_total_liver05_F41.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F41.raw										
S049	20171024_HF_ZHW_total_liver05_F42.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F42.raw										
S049	20171024_HF_ZHW_total_liver05_F43.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F43.raw										
S049	20171024_HF_ZHW_total_liver05_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F44.raw										
S049	20171024_HF_ZHW_total_liver05_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F45.raw										
S049	20171024_HF_ZHW_total_liver05_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F46.raw										
S049	20171024_HF_ZHW_total_liver05_F47.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F47.raw										
S049	20171024_HF_ZHW_total_liver05_F48.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver05_Proteome/liver05_Proteome_raw/20171024_HF_ZHW_total_liver05_F48.raw										
S049	20180405_fusion_zhw_TMT11_liver06_pho_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Phosphoproteome/liver06_Phosphoproteome_raw/20180405_fusion_zhw_TMT11_liver06_pho_F01.raw										
S049	20180405_fusion_zhw_TMT11_liver06_pho_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Phosphoproteome/liver06_Phosphoproteome_raw/20180405_fusion_zhw_TMT11_liver06_pho_F02.raw										
S049	20180405_fusion_zhw_TMT11_liver06_pho_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Phosphoproteome/liver06_Phosphoproteome_raw/20180405_fusion_zhw_TMT11_liver06_pho_F03.raw										
S049	20180405_fusion_zhw_TMT11_liver06_pho_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Phosphoproteome/liver06_Phosphoproteome_raw/20180405_fusion_zhw_TMT11_liver06_pho_F04.raw										
S049	20180405_fusion_zhw_TMT11_liver06_pho_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Phosphoproteome/liver06_Phosphoproteome_raw/20180405_fusion_zhw_TMT11_liver06_pho_F05.raw										
S049	20180405_fusion_zhw_TMT11_liver06_pho_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Phosphoproteome/liver06_Phosphoproteome_raw/20180405_fusion_zhw_TMT11_liver06_pho_F06.raw										
S049	20180405_fusion_zhw_TMT11_liver06_pho_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Phosphoproteome/liver06_Phosphoproteome_raw/20180405_fusion_zhw_TMT11_liver06_pho_F07.raw										
S049	20180405_fusion_zhw_TMT11_liver06_pho_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver06_Phosphoproteome/liver06_Phosphoproteome_raw/20180405_fusion_zhw_TMT11_liver06_pho_F08.raw										
