Sample Name 	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Comment[cptac accession number]	Comment[data file]	Comment[Associated file URI]	Comment[fraction identifier]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
Sample 2346	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F07.raw	7										
Sample 2347	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F08.raw	8										
Sample 2348	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F09.raw	9										
Sample 2349	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F10.raw	10										
Sample 2350	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F11.raw	11										
Sample 2351	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F12.raw	12										
Sample 2352	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F13.raw	13										
Sample 2353	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F14.raw	14										
Sample 2354	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F15.raw	15										
Sample 2355	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F16.raw	16										
Sample 2356	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F17.raw	17										
Sample 2357	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F18.raw	18										
Sample 2358	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F19.raw	19										
Sample 2359	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F20.raw	20										
Sample 2360	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F21.raw	21										
Sample 2361	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F22.raw	22										
Sample 2362	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F23.raw	23										
Sample 2363	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180702_fusion_zhw_TMT11_liver31_pho_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Phosphoproteome/liver31_Phosphoproteome_raw/20180702_fusion_zhw_TMT11_liver31_pho_F24.raw	24										
Sample 2364	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F01.raw	1										
Sample 2365	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F02.raw	2										
Sample 2366	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F03.raw	3										
Sample 2367	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F04.raw	4										
Sample 2368	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F05.raw	5										
Sample 2369	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F06.raw	6										
Sample 2370	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F07.raw	7										
Sample 2371	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F08.raw	8										
Sample 2372	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F09.raw	9										
Sample 2373	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F10.raw	10										
Sample 2374	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F11.raw	11										
Sample 2375	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F12.raw	12										
Sample 2376	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F13.raw	13										
Sample 2377	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F14.raw	14										
Sample 2378	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F15.raw	15										
Sample 2379	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F16.raw	16										
Sample 2380	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F17.raw	17										
Sample 2381	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F18.raw	18										
Sample 2382	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F19.raw	19										
Sample 2383	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F20.raw	20										
Sample 2384	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F21.raw	21										
Sample 2385	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F22.raw	22										
Sample 2386	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F23.raw	23										
Sample 2387	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F24.raw	24										
Sample 2388	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F25.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F25.raw	25										
Sample 2389	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F26.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F26.raw	26										
Sample 2390	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F27.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F27.raw	27										
Sample 2391	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F28.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F28.raw	28										
Sample 2392	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F29.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F29.raw	29										
Sample 2393	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F30.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F30.raw	30										
Sample 2394	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F31.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F31.raw	31										
Sample 2395	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F32.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F32.raw	32										
Sample 2396	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F33.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F33.raw	33										
Sample 2397	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F34.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F34.raw	34										
Sample 2398	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F35.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F35.raw	35										
Sample 2399	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F36.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F36.raw	36										
Sample 2400	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F37.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F37.raw	37										
Sample 2401	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F38.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F38.raw	38										
Sample 2402	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F39.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F39.raw	39										
Sample 2403	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F40.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F40.raw	40										
Sample 2404	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F41.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F41.raw	41										
Sample 2405	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F42.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F42.raw	42										
Sample 2406	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F43.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F43.raw	43										
Sample 2407	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F44.raw	44										
Sample 2408	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F45.raw	45										
Sample 2409	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F46.raw	46										
Sample 2410	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_HF_ZHW_total_liver31_F47.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver31_Proteome/liver31_Proteome_raw/20180427_HF_ZHW_total_liver31_F47.raw	47										
